"E5100A REV3.31"
"DATE: Mar 19 2044"



"CHANNEL: 1"
"MEASURE TYPE: AR"
"FORMAT TYPE: MAGZP"
"NUMBER of POINTS: 201"
"SWEEP TIME:  64.32 ms"
"SWEEP TYPE: LINF"
"SOURCE POWER: 0 dBm"
"IF BANDWIDTH: 30 kHz"

"Frequency"	"Main Array"	"Sub Array"
4.95083500000E+07	5.006812E+01	2.145429E-01
5.10083000000E+07	5.011042E+01	3.331770E-02
5.25082500000E+07	5.010322E+01	-5.655060E-02
5.40082000000E+07	5.004387E+01	-1.147813E-01
5.55081500000E+07	5.009166E+01	-1.358867E-02
5.70081000000E+07	5.003040E+01	-5.389019E-02
5.85080500000E+07	5.008276E+01	-3.757289E-02
6.00080000000E+07	5.001531E+01	-6.981818E-02
6.15079500000E+07	5.005038E+01	-5.595292E-02
6.30079000000E+07	5.001121E+01	6.714076E-03
6.45078500000E+07	4.999531E+01	-1.888547E-02
6.60078000000E+07	5.000448E+01	-2.766910E-02
6.75077500000E+07	5.000331E+01	-3.345427E-02
6.90077000000E+07	4.999823E+01	-5.711404E-02
7.05076500000E+07	5.008512E+01	-3.694452E-02
7.20076000000E+07	4.997128E+01	-4.955302E-02
7.35075500000E+07	4.998415E+01	-1.396091E-02
7.50075000000E+07	5.003747E+01	-6.832922E-02
7.65074500000E+07	5.000305E+01	-4.311898E-02
7.80074000000E+07	5.000164E+01	8.810944E-03
7.95073500000E+07	5.000310E+01	-6.011249E-02
8.10073000000E+07	5.004924E+01	-6.085699E-02
8.25072500000E+07	5.001126E+01	-2.186343E-02
8.40072000000E+07	4.999588E+01	-6.201811E-03
8.55071500000E+07	5.007063E+01	-8.602627E-02
8.70071000000E+07	4.997366E+01	-4.817332E-02
8.85070500000E+07	4.997962E+01	-3.571506E-02
9.00070000000E+07	5.001459E+01	-4.600132E-02
9.15069500000E+07	4.998748E+01	-8.185982E-02
9.30069000000E+07	5.000236E+01	-5.091223E-02
9.45068500000E+07	5.001595E+01	-1.329769E-01
9.60068000000E+07	4.998875E+01	-3.668494E-02
9.75067500000E+07	4.996563E+01	-1.631732E-02
9.90067000000E+07	5.000234E+01	3.783925E-03
1.00506650000E+08	5.003718E+01	-2.438378E-02
1.02006600000E+08	5.000973E+01	-3.859740E-02
1.03506550000E+08	5.000944E+01	-4.886317E-02
1.05006500000E+08	4.994188E+01	-1.063734E-01
1.06506450000E+08	4.996527E+01	-6.274211E-02
1.08006400000E+08	5.002375E+01	-5.647200E-02
1.09506350000E+08	5.000026E+01	-6.539223E-02
1.11006300000E+08	5.004563E+01	-4.496997E-02
1.12506250000E+08	4.996875E+01	3.870668E-02
1.14006200000E+08	5.001278E+01	-7.637517E-02
1.15506150000E+08	5.001047E+01	-1.408658E-01
1.17006100000E+08	4.996578E+01	-2.023785E-02
1.18506050000E+08	5.001262E+01	-8.894953E-02
1.20006000000E+08	4.996068E+01	-5.973684E-02
1.21505950000E+08	5.001877E+01	-5.867815E-02
1.23005900000E+08	5.002146E+01	-9.666765E-02
1.24505850000E+08	4.995787E+01	-5.820687E-02
1.26005800000E+08	4.998651E+01	-5.521525E-02
1.27505750000E+08	4.996363E+01	-7.677132E-02
1.29005700000E+08	4.999323E+01	-8.146366E-02
1.30505650000E+08	5.004045E+01	-5.857570E-02
1.32005600000E+08	5.001345E+01	-7.794611E-02
1.33505550000E+08	4.998932E+01	-8.618331E-02
1.35005500000E+08	5.002557E+01	-4.305068E-02
1.36505450000E+08	4.990375E+01	-1.592391E-01
1.38005400000E+08	4.989853E+01	-1.702357E-01
1.39505350000E+08	4.969841E+01	-2.014649E-01
1.41005300000E+08	4.936625E+01	4.886516E-02
1.42505250000E+08	4.901855E+01	1.459895E+00
1.44005200000E+08	5.299409E+01	1.294588E+00
1.45505150000E+08	5.034318E+01	-1.962465E+00
1.47005100000E+08	4.954512E+01	-5.954357E-01
1.48505050000E+08	4.972448E+01	-1.151032E-01
1.50005000000E+08	4.984966E+01	-7.596552E-02
1.51504950000E+08	4.987154E+01	-5.149971E-03
1.53004900000E+08	4.996008E+01	-2.826333E-02
1.54504850000E+08	4.994072E+01	4.290726E-02
1.56004800000E+08	4.999788E+01	-1.625585E-03
1.57504750000E+08	5.000849E+01	-7.991321E-02
1.59004700000E+08	4.997482E+01	-3.969706E-02
1.60504650000E+08	5.001448E+01	7.308302E-03
1.62004600000E+08	5.000047E+01	-3.349525E-02
1.63504550000E+08	4.997433E+01	1.419313E-02
1.65004500000E+08	4.992984E+01	-3.051730E-02
1.66504450000E+08	5.002499E+01	-6.122582E-02
1.68004400000E+08	4.997917E+01	-2.622793E-02
1.69504350000E+08	4.999675E+01	-6.776913E-02
1.71004300000E+08	5.007100E+01	-7.663476E-03
1.72504250000E+08	5.000992E+01	-4.376785E-02
1.74004200000E+08	4.997557E+01	-1.949336E-02
1.75504150000E+08	5.004160E+01	-8.055525E-02
1.77004100000E+08	4.995589E+01	-2.487555E-02
1.78504050000E+08	5.000353E+01	-7.417585E-02
1.80004000000E+08	4.999659E+01	-1.788143E-02
1.81503950000E+08	4.996656E+01	-1.060455E-01
1.83003900000E+08	5.003021E+01	-7.066514E-02
1.84503850000E+08	5.000961E+01	-6.088431E-02
1.86003800000E+08	5.002514E+01	-6.652604E-02
1.87503750000E+08	5.002947E+01	-5.016092E-02
1.89003700000E+08	5.000460E+01	-6.466822E-02
1.90503650000E+08	4.998737E+01	-1.345683E-01
1.92003600000E+08	5.003146E+01	-3.521645E-02
1.93503550000E+08	4.997142E+01	-7.323329E-02
1.95003500000E+08	4.999907E+01	-1.034910E-01
1.96503450000E+08	5.000856E+01	-2.648748E-02
1.98003400000E+08	5.000603E+01	-6.306996E-02
1.99503350000E+08	5.002160E+01	-7.882038E-02
2.01003300000E+08	4.998558E+01	-8.951645E-02
2.02503250000E+08	5.000113E+01	-8.528173E-02
2.04003200000E+08	5.003083E+01	-2.796280E-02
2.05503150000E+08	4.998849E+01	-6.189517E-02
2.07003100000E+08	5.003769E+01	-4.719661E-02
2.08503050000E+08	4.999139E+01	-9.248074E-02
2.10003000000E+08	4.999549E+01	-9.323207E-02
2.11502950000E+08	5.001497E+01	-7.716747E-02
2.13002900000E+08	5.002592E+01	-1.040238E-01
2.14502850000E+08	5.000534E+01	-1.185994E-01
2.16002800000E+08	4.997419E+01	-1.258940E-01
2.17502750000E+08	4.995398E+01	-9.733018E-02
2.19002700000E+08	5.007659E+01	-1.115370E-01
2.20502650000E+08	4.991962E+01	-1.193098E-01
2.22002600000E+08	4.998515E+01	-8.003614E-02
2.23502550000E+08	4.998694E+01	-1.070017E-01
2.25002500000E+08	5.003740E+01	-1.370819E-01
2.26502450000E+08	5.003895E+01	-1.825162E-01
2.28002400000E+08	4.999275E+01	-7.555554E-02
2.29502350000E+08	4.994538E+01	-1.234761E-01
2.31002300000E+08	5.003411E+01	-4.693706E-02
2.32502250000E+08	4.991574E+01	-1.543623E-01
2.34002200000E+08	4.998534E+01	-8.591010E-02
2.35502150000E+08	4.999055E+01	-1.008682E-01
2.37002100000E+08	5.002160E+01	-1.188316E-01
2.38502050000E+08	4.996898E+01	-1.302926E-01
2.40002000000E+08	4.998903E+01	-1.111818E-01
2.41501950000E+08	4.999078E+01	-1.769564E-01
2.43001900000E+08	5.002311E+01	-1.880759E-01
2.44501850000E+08	4.994230E+01	-1.530645E-01
2.46001800000E+08	4.998583E+01	-2.135798E-01
2.47501750000E+08	4.994257E+01	-2.033346E-01
2.49001700000E+08	4.996422E+01	-1.878574E-01
2.50501650000E+08	4.990348E+01	-1.484474E-01
2.52001600000E+08	4.987521E+01	-1.933628E-01
2.53501550000E+08	4.988420E+01	-2.229784E-01
2.55001500000E+08	4.989216E+01	-2.093180E-01
2.56501450000E+08	4.979410E+01	-1.836234E-01
2.58001400000E+08	4.979544E+01	-1.472185E-01
2.59501350000E+08	4.981533E+01	-9.024075E-02
2.61001300000E+08	4.980630E+01	-1.232717E-01
2.62501250000E+08	4.981210E+01	-1.066606E-01
2.64001200000E+08	4.981350E+01	1.885139E-03
2.65501150000E+08	4.992119E+01	-7.003680E-02
2.67001100000E+08	4.980338E+01	-1.588708E-02
2.68501050000E+08	4.982985E+01	-2.564061E-02
2.70001000000E+08	4.994933E+01	6.552884E-02
2.71500950000E+08	4.990923E+01	3.133693E-02
2.73000900000E+08	4.992379E+01	-2.458870E-02
2.74500850000E+08	4.991864E+01	-1.248559E-02
2.76000800000E+08	4.987016E+01	-2.357785E-02
2.77500750000E+08	4.995253E+01	-6.878001E-02
2.79000700000E+08	4.987984E+01	-5.013366E-03
2.80500650000E+08	4.992910E+01	1.755359E-02
2.82000600000E+08	4.997365E+01	1.488981E-03
2.83500550000E+08	4.992960E+01	3.886380E-02
2.85000500000E+08	5.000301E+01	-5.450491E-03
2.86500450000E+08	4.993704E+01	-1.327789E-02
2.88000400000E+08	4.993617E+01	3.715624E-03
2.89500350000E+08	4.995023E+01	-2.636454E-03
2.91000300000E+08	4.992410E+01	-6.895763E-02
2.92500250000E+08	4.991606E+01	-6.272849E-02
2.94000200000E+08	4.993987E+01	-4.409571E-02
2.95500150000E+08	5.000009E+01	-3.225216E-02
2.97000100000E+08	4.996064E+01	-1.032725E-02
2.98500050000E+08	5.000116E+01	5.166355E-02
3.00000000000E+08	5.002882E+01	7.376605E-04
